masuk,keluar,arah,px_in,px_out,risk,sebab,pnl,R,equity,puncak,dd$,dd%
2026-02-19 07:00:00+00:00,2026-02-19 12:00:00+00:00,1,5017.995,4984.125,111.9399999999996,vote,-34.36999999999989,-0.30703948543862797,1404.2829999999976,1570.3319999999985,-166.0490000000009,-10.574133367975756
2026-02-20 07:00:00+00:00,2026-02-23 20:00:00+00:00,1,5020.365,5222.4095,57.72699999999986,TP,201.54449999999997,3.491338541756898,1605.8274999999976,1605.8274999999976,0.0,0.0
2026-02-23 20:00:00+00:00,2026-02-24 02:00:00+00:00,1,5215.265,5177.125,93.44700000000012,vote,-38.64000000000033,-0.41349642043083545,1567.1874999999973,1605.8274999999976,-38.64000000000033,-2.4062360371833456
2026-02-25 21:00:00+00:00,2026-02-27 13:00:00+00:00,-1,5151.905,5217.385,65.48000000000047,SL,-65.98000000000047,-1.0076359193646915,1501.2074999999968,1605.8274999999976,-104.6200000000008,-6.515021071690512
2026-02-27 14:00:00+00:00,2026-03-02 15:00:00+00:00,1,5222.575,5331.248,62.460000000000036,vote,108.17299999999977,1.7318764008965692,1609.3804999999966,1609.3804999999966,0.0,0.0
2026-03-03 03:00:00+00:00,2026-03-03 07:00:00+00:00,1,5366.645,5309.998,106.55000000000018,vote,-57.147000000000844,-0.5363397465978484,1552.2334999999957,1609.3804999999966,-57.147000000000844,-3.550869418388067
2026-03-03 07:00:00+00:00,2026-03-04 10:00:00+00:00,-1,5309.998,5182.035,106.62700000000041,vote,127.46299999999974,1.195410168156276,1679.6964999999955,1679.6964999999955,0.0,0.0
2026-03-05 14:00:00+00:00,2026-03-06 02:00:00+00:00,-1,5117.805,5134.315,76.80999999999949,vote,-17.00999999999931,-0.22145553964326808,1662.6864999999962,1679.6964999999955,-17.00999999999931,-1.0126829459964557
2026-03-06 12:00:00+00:00,2026-03-06 15:00:00+00:00,-1,5076.705,5143.665,66.96000000000004,SL,-67.46000000000004,-1.0074671445639187,1595.2264999999961,1679.6964999999955,-84.46999999999935,-5.028884682441118
2026-03-09 00:00:00+00:00,2026-03-10 02:00:00+00:00,-1,5075.295,5183.905,121.40300000000025,vote,-109.10999999999967,-0.8987422057115511,1486.1164999999964,1679.6964999999955,-193.57999999999902,-11.524701039741378
2026-03-12 10:00:00+00:00,2026-03-12 15:00:00+00:00,1,5187.925,5125.185,62.73999999999978,SL,-63.23999999999978,-1.007969397513548,1422.8764999999967,1679.6964999999955,-256.8199999999988,-15.28966691304051
2026-03-12 15:00:00+00:00,2026-03-13 02:00:00+00:00,-1,5142.565,5124.155,48.82300000000032,vote,17.909999999999854,0.366835303033401,1440.7864999999965,1679.6964999999955,-238.90999999999894,-14.223402858790239
2026-03-13 15:00:00+00:00,2026-03-16 14:00:00+00:00,-1,5041.335,5029.575,86.89000000000033,vote,11.260000000000218,0.12958913568880395,1452.0464999999967,1679.6964999999955,-227.64999999999873,-13.553043659970676
2026-03-18 03:00:00+00:00,2026-03-18 13:00:00+00:00,-1,4991.565,4852.789999999997,39.650000000000546,TP,138.27500000000236,3.4873896595208187,1590.321499999999,1679.6964999999955,-89.37499999999636,-5.320901722424058
2026-03-18 13:00:00+00:00,2026-03-18 20:00:00+00:00,-1,4881.245,4842.575,134.8199999999997,vote,38.17000000000007,0.2831182317163637,1628.4914999999992,1679.6964999999955,-51.20499999999629,-3.0484673868163936
2026-03-20 11:00:00+00:00,2026-03-23 00:00:00+00:00,-1,4645.155,4327.774999999999,90.68000000000029,TP,316.880000000001,3.4944861049845612,1945.3715000000002,1945.3715000000002,0.0,0.0
2026-03-23 00:00:00+00:00,2026-03-23 07:00:00+00:00,-1,4464.435,4220.075,271.39999999999964,vote,243.86000000000058,0.8985261606484927,2189.231500000001,2189.231500000001,0.0,0.0
2026-03-24 02:00:00+00:00,2026-03-24 22:00:00+00:00,-1,4321.745,4471.098,190.92000000000007,vote,-149.85300000000007,-0.784899434318039,2039.3785000000007,2189.231500000001,-149.85300000000007,-6.845004742531797
2026-03-24 22:00:00+00:00,2026-03-25 22:00:00+00:00,1,4471.098,4508.498,165.53300000000036,vote,36.899999999999636,0.22291627651283766,2076.2785000000003,2189.231500000001,-112.95300000000043,-5.159481763349394
2026-03-26 06:00:00+00:00,2026-03-27 06:00:00+00:00,-1,4439.055,4454.275,146.42000000000007,vote,-15.719999999999345,-0.10736238218822113,2060.558500000001,2189.231500000001,-128.67299999999977,-5.877541959358785
2026-03-30 00:00:00+00:00,2026-03-30 06:00:00+00:00,-1,4448.675,4522.375,106.28999999999996,vote,-74.19999999999982,-0.6980901307742952,1986.3585000000012,2189.231500000001,-202.8729999999996,-9.266859169530473
2026-03-30 09:00:00+00:00,2026-04-02 02:00:00+00:00,1,4537.975,4696.108,125.68000000000029,vote,157.6329999999998,1.2542409293443622,2143.991500000001,2189.231500000001,-45.23999999999978,-2.0664785793553477
2026-04-07 02:00:00+00:00,2026-04-07 09:00:00+00:00,-1,4626.725,4682.525,79.52999999999975,vote,-56.29999999999927,-0.707908965170369,2087.6915000000017,2189.231500000001,-101.53999999999905,-4.638157271170226
2026-04-09 14:00:00+00:00,2026-04-12 22:00:00+00:00,1,4764.048,4698.085,65.96299999999974,SL,-66.46299999999974,-1.0075800069736065,2021.228500000002,2189.231500000001,-168.0029999999988,-7.674062793267808
2026-04-12 23:00:00+00:00,2026-04-13 06:00:00+00:00,-1,4658.398,4729.125,136.3670000000002,vote,-71.22699999999986,-0.5223184494782445,1950.0015000000021,2189.231500000001,-239.22999999999865,-10.927578924385044
2026-04-16 00:00:00+00:00,2026-04-16 13:00:00+00:00,1,4822.995,4785.885,37.10999999999967,SL,-37.60999999999967,-1.0134734572891406,1912.3915000000025,2189.231500000001,-276.8399999999983,-12.645533375524618
2026-04-17 13:00:00+00:00,2026-04-19 22:00:00+00:00,1,4846.215,4768.0,78.21500000000015,SL,-78.71500000000015,-1.0063926356836923,1833.6765000000023,2189.231500000001,-355.5549999999985,-16.2410873404662
2026-04-19 23:00:00+00:00,2026-04-20 22:00:00+00:00,-1,4778.698,4821.098,110.63699999999972,vote,-42.899999999999636,-0.38775454865912623,1790.7765000000027,2189.231500000001,-398.4549999999981,-18.20067909675144
2026-04-21 04:00:00+00:00,2026-04-21 19:00:00+00:00,-1,4797.155,4672.239999999998,35.69000000000051,TP,124.41500000000177,3.4859904735219946,1915.1915000000045,2189.231500000001,-274.0399999999963,-12.517634612876538
2026-04-21 19:00:00+00:00,2026-04-22 06:00:00+00:00,-1,4709.605,4767.335,121.73300000000017,vote,-58.23000000000047,-0.4783419450765231,1856.961500000004,2189.231500000001,-332.2699999999968,-15.17747209465955
2026-04-22 16:00:00+00:00,2026-04-23 13:00:00+00:00,-1,4727.395,4740.005,44.76999999999953,vote,-13.10999999999967,-0.2928300201027431,1843.8515000000043,2189.231500000001,-345.37999999999647,-15.776312372629226
2026-04-23 20:00:00+00:00,2026-04-24 15:00:00+00:00,-1,4695.945,4726.275,57.64000000000033,vote,-30.82999999999993,-0.5348716169326814,1813.0215000000044,2189.231500000001,-376.2099999999964,-17.184569105642606
2026-04-26 23:00:00+00:00,2026-04-27 03:00:00+00:00,-1,4684.078,4717.925,55.91699999999946,vote,-34.34699999999975,-0.6142496915070565,1778.6745000000046,2189.231500000001,-410.55699999999615,-18.753475820167765
2026-04-27 15:00:00+00:00,2026-04-30 07:00:00+00:00,-1,4678.045,4589.185,51.82999999999993,vote,88.35999999999967,1.7048041674705727,1867.0345000000043,2189.231500000001,-322.1969999999965,-14.717356296033396
2026-05-01 14:00:00+00:00,2026-05-04 07:00:00+00:00,1,4624.875,4588.218,64.82999999999993,vote,-37.15700000000015,-0.5731451488508437,1829.8775000000041,2189.231500000001,-359.35399999999663,-16.414618554501725
2026-05-08 14:00:00+00:00,2026-05-11 00:00:00+00:00,1,4747.635,4675.648,71.98700000000008,SL,-72.48700000000008,-1.0069456985289011,1757.390500000004,2189.231500000001,-431.8409999999967,-19.72568912881057
2026-05-11 05:00:00+00:00,2026-05-11 13:00:00+00:00,-1,4671.845,4699.835,77.39999999999964,vote,-28.48999999999978,-0.36808785529715654,1728.9005000000043,2189.231500000001,-460.3309999999965,-21.027059038753844
2026-05-11 14:00:00+00:00,2026-05-12 07:00:00+00:00,1,4735.625,4696.975,87.80000000000018,vote,-39.149999999999636,-0.4458997722095621,1689.7505000000046,2189.231500000001,-499.48099999999613,-22.81535780934981
2026-05-12 20:00:00+00:00,2026-05-13 13:00:00+00:00,1,4715.355,4683.385,77.1299999999992,vote,-32.469999999999345,-0.4209775703357926,1657.2805000000053,2189.231500000001,-531.9509999999955,-24.298526674771274
2026-05-14 04:00:00+00:00,2026-05-14 07:00:00+00:00,-1,4674.695,4710.295,35.600000000000364,SL,-36.100000000000364,-1.0140449438202246,1621.180500000005,2189.231500000001,-568.0509999999958,-25.94750715034
2026-05-14 07:00:00+00:00,2026-05-14 19:00:00+00:00,-1,4699.715,4655.1845,12.722999999999956,TP,44.03049999999985,3.460701092509628,1665.2110000000048,2189.231500000001,-524.020499999996,-23.936276268635627
2026-05-14 19:00:00+00:00,2026-05-18 00:00:00+00:00,-1,4671.575,4507.099499999998,46.99300000000039,TP,163.97550000000138,3.489360117464303,1829.1865000000062,2189.231500000001,-360.0449999999946,-16.44618214199798
2026-05-19 04:00:00+00:00,2026-05-20 15:00:00+00:00,-1,4545.005,4531.145,44.289999999999964,vote,13.359999999999673,0.3016482275908712,1842.5465000000058,2189.231500000001,-346.68499999999494,-15.83592233164902
2026-05-21 08:00:00+00:00,2026-05-21 18:00:00+00:00,-1,4519.425,4551.365,51.30000000000018,vote,-32.4399999999996,-0.6323586744639276,1810.1065000000062,2189.231500000001,-379.12499999999454,-17.317720853184984
2026-05-22 15:00:00+00:00,2026-05-24 22:00:00+00:00,-1,4500.445,4555.925,55.48000000000047,SL,-55.98000000000047,-1.0090122566690698,1754.1265000000058,2189.231500000001,-435.104999999995,-19.874782543554435
2026-05-24 22:00:00+00:00,2026-05-24 23:00:00+00:00,-1,4535.098,4536.605,1.506999999999607,SL,-2.006999999999607,-1.3317850033179366,1752.1195000000062,2189.231500000001,-437.1119999999946,-19.96645854949531
2026-05-24 23:00:00+00:00,2026-05-26 02:00:00+00:00,1,4564.948,4536.675,73.34300000000076,vote,-28.77300000000014,-0.39230737766385126,1723.346500000006,2189.231500000001,-465.88499999999476,-21.280755370091953
2026-06-02 14:00:00+00:00,2026-06-04 05:00:00+00:00,-1,4502.285,4480.855,39.100000000000364,vote,20.93000000000029,0.5352941176470613,1744.2765000000063,2189.231500000001,-444.95499999999447,-20.324712119298226
2026-06-04 15:00:00+00:00,2026-06-05 12:00:00+00:00,-1,4465.795,4470.035,49.38000000000011,vote,-4.739999999999782,-0.09599027946536597,1739.5365000000065,2189.231500000001,-449.69499999999425,-20.541226453209454
2026-06-05 13:00:00+00:00,2026-06-10 12:00:00+00:00,-1,4406.355,4131.079999999998,78.65000000000055,TP,274.77500000000146,3.4936427209154424,2014.311500000008,2189.231500000001,-174.9199999999928,-7.990018415137583
2026-06-10 12:00:00+00:00,2026-06-10 22:00:00+00:00,-1,4147.535,4068.698,154.26000000000022,vote,78.33699999999999,0.5078244522235179,2092.648500000008,2189.231500000001,-96.58299999999281,-4.411730783153485
2026-06-16 09:00:00+00:00,2026-06-17 18:00:00+00:00,1,4346.965,4305.755,41.210000000000036,SL,-41.710000000000036,-1.012132977432662,2050.938500000008,2189.231500000001,-138.29299999999284,-6.316965565313343
2026-06-17 19:00:00+00:00,2026-06-22 01:00:00+00:00,-1,4285.505,4200.655,96.61999999999989,vote,84.35000000000036,0.8730076588698039,2135.2885000000083,2189.231500000001,-53.94299999999248,-2.4640153405426726
2026-06-23 02:00:00+00:00,2026-06-24 13:00:00+00:00,-1,4161.035,3972.139999999999,53.970000000000255,TP,188.3950000000009,3.4907355938484343,2323.683500000009,2323.683500000009,0.0,0.0
2026-06-24 13:00:00+00:00,2026-06-25 16:00:00+00:00,-1,3987.535,4041.045,156.02999999999975,vote,-54.010000000000225,-0.34615138114465366,2269.673500000009,2323.683500000009,-54.01000000000022,-2.3243268715382284
2026-06-26 03:00:00+00:00,2026-06-26 09:00:00+00:00,-1,3990.425,4043.918,53.49299999999994,SL,-53.99299999999994,-1.0093470173667582,2215.680500000009,2323.683500000009,-108.00300000000016,-4.647922146023747
2026-06-29 10:00:00+00:00,2026-06-30 07:00:00+00:00,-1,4031.415,4029.268,64.38000000000011,vote,1.6469999999999345,0.025582479030753832,2217.327500000009,2323.683500000009,-106.35600000000022,-4.577043302153663
2026-07-01 01:00:00+00:00,2026-07-01 12:00:00+00:00,-1,3996.435,4030.165,66.76999999999998,vote,-34.23000000000002,-0.5126553841545608,2183.097500000009,2323.683500000009,-140.58600000000024,-6.050135485318878
2026-07-01 12:00:00+00:00,2026-07-01 20:00:00+00:00,1,4030.165,4038.365,70.25999999999976,vote,7.699999999999818,0.10959294050668722,2190.7975000000088,2323.683500000009,-132.88600000000042,-5.718765055568019
2026-07-02 07:00:00+00:00,2026-07-06 06:00:00+00:00,1,4073.025,4147.805,91.91000000000031,vote,74.2800000000002,0.8081819170928076,2265.077500000009,2323.683500000009,-58.60600000000022,-2.522116286490823
2026-07-07 12:00:00+00:00,2026-07-07 16:00:00+00:00,1,4156.945,4138.725,40.42999999999938,vote,-18.719999999999345,-0.4630225080385761,2246.3575000000096,2323.683500000009,-77.32599999999957,-3.3277337468721218
2026-07-07 19:00:00+00:00,2026-07-09 07:00:00+00:00,-1,4126.705,4107.625,53.52000000000044,vote,18.579999999999927,0.3471599402092634,2264.9375000000095,2323.683500000009,-58.74599999999964,-2.5281412033953594
2026-07-10 09:00:00+00:00,2026-07-12 22:00:00+00:00,-1,4097.675,4094.225,40.5,vote,2.950000000000273,0.07283950617284625,2267.88750000001,2323.683500000009,-55.79599999999937,-2.4011875971920937
2026-07-12 23:00:00+00:00,2026-07-14 13:00:00+00:00,-1,4075.415,4075.895,59.14000000000033,vote,-0.9800000000000182,-0.016570848833277186,2266.90750000001,2323.683500000009,-56.775999999999385,-2.443362015524023
2026-07-14 13:00:00+00:00,2026-07-15 08:00:00+00:00,1,4075.895,4024.455,92.61000000000013,vote,-51.940000000000055,-0.5608465608465607,2214.9675000000097,2323.683500000009,-108.71599999999944,-4.678606187116232
2026-07-15 13:00:00+00:00,2026-07-16 12:00:00+00:00,1,4068.105,4017.155,50.94999999999982,SL,-51.44999999999982,-1.0098135426889108,2163.51750000001,2323.683500000009,-160.16599999999926,-6.892763149542467
2026-07-16 13:00:00+00:00,2026-07-17 16:00:00+00:00,-1,3992.045,4018.915,88.88999999999987,vote,-27.369999999999894,-0.30790865114186,2136.14750000001,2323.683500000009,-187.53599999999915,-8.070634404384178
2026-07-20 23:00:00+00:00,2026-07-21 02:00:00+00:00,-1,3999.945,4040.435,40.48999999999978,SL,-40.98999999999978,-1.0123487280810077,2095.1575000000103,2323.683500000009,-228.52599999999893,-9.834644003798195
2026-07-29 14:00:00+00:00,2026-07-29 17:00:00+00:00,-1,4007.055,4047.635,40.58000000000038,SL,-41.08000000000038,-1.012321340561853,2054.07750000001,2323.683500000009,-269.6059999999993,-11.602526764079457
2026-07-30 11:00:00+00:00,2026-07-31 10:00:00+00:00,1,4077.715,4054.835,82.05999999999995,vote,-23.38000000000011,-0.28491347794297006,2030.6975000000098,2323.683500000009,-292.9859999999994,-12.608687887141182
2026-08-03 00:00:00+00:00,2026-08-03 13:00:00+00:00,1,4074.665,4020.545,54.11999999999989,SL,-54.61999999999989,-1.009238728750924,1976.0775000000099,2323.683500000009,-347.6059999999993,-14.959266182334984
2026-08-03 14:00:00+00:00,2026-08-04 03:00:00+00:00,-1,4029.915,4058.555,52.01999999999998,vote,-29.139999999999873,-0.5601691657054957,1946.93750000001,2323.683500000009,-376.7459999999992,-16.213309600898647
2026-08-04 05:00:00+00:00,2026-08-05 14:00:00+00:00,1,4063.835,4221.055,44.92000000000007,TP,156.72000000000025,3.4888691006233303,2103.6575000000103,2323.683500000009,-220.02599999999893,-9.468845477449836
2026-08-07 06:00:00+00:00,2026-08-07 08:00:00+00:00,1,4278.555,4295.745,55.32999999999993,OPEN,16.6899999999996,0.3016446773901974,2120.34750000001,2323.683500000009,-203.33599999999933,-8.750589312184664
